Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
1156;Borja Iglesias;ESP;FW;Betis;La Liga;30;1993;20;19;1480;16.4;9;2.38;0.85;35.9;0.13;0.36;15.4;0;0.24;0.24;14.2;19.2;74;165.5;22.2;9.7;12.1;80.3;2.38;3.41;69.6;0.55;0.67;81.8;0.18;0.85;0.37;0.37;0;0.91;19.2;17.1;2.07;0;0.18;0.12;0;0.12;0;0;0;0;14.2;0.06;0.98;1.59;1.04;0;0.06;0.3;0.18;0;0.3;0.24;0;0;0.06;0;0;0.49;0.24;0.18;0.18;0.12;0.12;0.49;25;0.37;0.3;0.06;0.24;0.06;0.55;0.67;0;29.5;0.73;1.71;13.6;14.3;4.51;29.3;1.28;0.49;38.1;0.55;42.9;16.8;82;30;1.22;0.55;1.22;2.87;1.46;23.8;5.55;0;0.06;0;1.77;2.2;0.91;0;0.24;0;0;0;1.65;0.85;1.34;38.9
1157;Igor;BRA;DF;Fiorentina;Serie A;25;1998;16;13;1131;12.6;0;0.32;0;0;0;0;8.6;0;0;0;57.5;64.2;89.5;1197.6;379.4;16.3;17.1;95.3;33.3;35.2;94.4;7.62;10.8;70.6;0;0.24;4.21;0.16;0;4.13;64.2;61.7;2.46;1.98;0;0.71;0;0.48;0;0;0;0;57.5;0.08;0.32;1.03;0.87;0;0.08;0;0;0.08;0.08;0.08;0;0;0;0;0;1.67;0.87;0.71;0.63;0.32;0.48;0.79;60;0.32;1.83;0.87;0.95;1.35;3.02;2.06;0.08;72.8;5.4;29;41.4;2.86;0.56;72.8;0.32;0.16;50;0.08;25;46.3;287.4;179.9;1.11;0.79;0;0.4;0.56;48.9;0.08;0.56;0.08;0.08;1.51;0.48;0;0;0.87;0;0;0;7.22;1.9;0.71;72.7
1158;Kelechi Iheanacho;NGA;FWMF;Leicester City;Premier League;26;1996;16;3;443;4.9;3;3.67;1.22;33.3;0.17;0.5;17.3;0;0;0;21.4;28.4;75.5;274.9;48.6;14.3;17.1;83.3;4.69;6.33;74.2;1.02;1.63;62.5;0.82;2.45;1.43;0.82;0;1.84;28.4;26.3;1.63;0;0;0;0.41;0.41;0.41;0;0;0;21.4;0.41;1.02;3.88;2.86;0.2;0.41;0.41;0;0;0.82;0.82;0;0;0;0;0;0.61;0.2;0;0.41;0.2;0.41;0.82;50;0.41;0.61;0.2;0.41;0;0.61;0.61;0;39.2;0.82;2.24;15.5;22.2;5.31;39.2;2.86;1.22;42.9;1.63;57.1;25.3;133.9;60.4;3.06;1.02;2.45;2.86;2.45;33.3;8.57;0;0;0;1.63;0.2;0.61;0.41;0.2;0;0;0;3.06;0.41;2.04;16.7
1159;Jonathan Ikone;FRA;FW;Fiorentina;Serie A;24;1998;19;13;1168;13;2;2.31;0.46;20;0.07;0.33;17.3;0;0;0;24.2;29.2;83.1;411.2;72;12.6;13.8;91.6;8.31;10.1;82.4;2.54;3;84.6;0.15;1.31;0.92;1.23;0.08;2.69;29.2;27.8;1.31;0.23;0.08;0.46;1;1.08;0;0;0;0;24.2;0.08;0.69;2.46;2;0;0.46;0;0;0;0.31;0.31;0;0;0;0;0;0.62;0.08;0.15;0.23;0.23;0.08;0.15;50;0.08;1;0.08;0.92;0.23;0.85;0.23;0;40.6;0.38;3.54;16.2;21.6;4.85;40.6;3.23;1.54;47.6;1.38;42.9;28.5;217.4;97.7;3.46;1.92;2.38;2.62;2.38;31.7;7.77;0.15;0;0;1.23;1.08;0.23;1;0.08;0;0;0;3.77;0.54;1.15;31.8
1160;Ivan Ili?;SRB;MF;Hellas Verona;Serie A;21;2001;11;10;851;9.5;0;0.95;0.21;22.2;0;0;21.6;0;0;0;29.4;42.2;69.6;537.6;150.7;11.9;14.5;81.9;13.5;17.7;76.2;3.05;6.95;43.9;0.11;1.68;2;1.05;0.11;4.11;42.2;34.9;7.16;1.79;0.11;0.32;4.95;0.21;4.11;1.47;2;0;29.4;0.11;1.37;2.84;1.47;1.26;0.11;0;0;0;0.11;0.11;0;0;0;0;0;1.68;1.05;0.95;0.74;0;0.63;1.16;54.5;0.53;1.05;0.11;0.95;0.84;2.53;1.47;0;51.6;2.74;10.3;26.3;15.7;1.16;51.6;1.68;0.63;37.5;0.84;50;23.1;150.2;64.1;1.89;1.37;0.42;1.79;0.53;25.1;2.11;0.11;0;0;0.95;0.95;0;4.95;1.05;0;0;0;7.58;1.05;1.37;43.5
1161;Rareþ Ilie;ROU;MFFW;Nice;Ligue 1;19;2003;4;2;148;1.6;0;2.5;0;0;0;0;16.8;0;0;0;29.4;37.5;78.3;349.4;56.9;20;23.1;86.5;5;6.88;72.7;1.25;1.88;66.7;0;1.25;1.25;0;0;0.63;37.5;37.5;0;0;0;0;0.63;0;0;0;0;0;29.4;0;1.88;3.75;1.88;0;0;0.63;0;1.25;0;0;0;0;0;0;0;1.88;1.88;0;0.63;1.25;1.25;2.5;50;1.25;1.25;0;1.25;0.63;2.5;0.63;0;46.9;0.63;8.13;17.5;22.5;3.13;46.9;3.75;3.13;83.3;0.63;16.7;36.3;236.3;103.1;4.38;6.88;0.63;1.88;6.25;33.8;3.75;0;0;0;0;0;0.63;0.63;1.88;0;0;0;5.63;1.25;0.63;66.7
1162;Samuel Iling-Junior;ENG;DFMF;Juventus;Serie A;19;2003;6;0;105;1.2;0;0.83;0;0;0;0;31.4;0;0;0;23.3;28.3;82.4;385.8;136.7;11.7;14.2;82.4;10;11.7;85.7;0.83;1.67;50;0.83;1.67;1.67;1.67;0.83;3.33;28.3;26.7;1.67;0.83;0;0;1.67;0;0.83;0;0.83;0;23.3;0;0;3.33;3.33;0;0;0;0;0;0.83;0.83;0;0;0;0;0;1.67;0.83;0.83;0;0.83;1.67;1.67;100;0;0.83;0;0.83;0.83;2.5;2.5;0;45.8;0.83;10.8;14.2;22.5;0;45.8;4.17;0.83;20;2.5;60;23.3;212.5;95.8;4.17;5.83;0;4.17;1.67;25;7.5;0.83;0;0;3.33;0.83;0;1.67;0.83;0;0;0;6.67;0.83;0.83;50
1163;Emirhan Ýlkhan;TUR;MF;Torino;Serie A;18;2004;4;1;87;1;0;2;0;0;0;0;31.8;0;0;0;36;43;83.7;671;140;16;19;84.2;12;13;92.3;7;9;77.8;0;1;6;2;0;8;43;41;2;2;0;2;0;0;0;0;0;0;36;0;0;5;5;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;1;100;0;3;1;2;2;3;2;0;58;4;12;34;12;0;58;2;1;50;1;50;39;240;86;2;4;0;2;2;38;3;1;0;0;5;0;0;0;1;0;0;0;7;1;2;33.3
1164;Asier Illarramendi;ESP;MF;Real Sociedad;La Liga;32;1990;12;6;503;5.6;1;1.43;0.54;37.5;0.13;0.33;19.2;0;0;0;43.6;51.1;85.3;632.3;155.2;25.7;28.6;90;14.3;16.3;87.9;2.5;3.75;66.7;0;0.54;3.21;0.18;0;3.39;51.1;48;3.04;2.14;0;0.36;0.36;0.89;0;0;0;0;43.6;0;0.89;1.79;1.61;0;0;0;0.18;0;0;0;0;0;0;0;0;3.21;1.43;1.25;1.61;0.36;1.96;3.93;50;1.96;2.68;1.07;1.61;1.79;5;2.14;0;67;4.11;17.7;35.4;14.5;1.25;67;0.36;0.36;100;0;0;34.3;156.3;71.8;0.89;1.79;0.18;1.61;0.18;40.5;1.96;0.54;0;0;2.14;1.61;0;0.36;1.43;0;0;0;5.89;0.71;0.89;44.4
1165;Ciro Immobile;ITA;FW;Lazio;Serie A;32;1990;17;15;1187;13.2;7;3.03;1.21;40;0.15;0.38;14.8;0;0.08;0.15;18.5;25.8;71.6;236.8;36.9;12;14.8;81.5;4.39;5.83;75.3;0.76;1.14;66.7;0.23;1.06;0.68;0.45;0;1.59;25.8;24.3;1.29;0;0.3;0.15;0.38;0.45;0;0;0;0;18.5;0.23;1.14;2.95;2.05;0;0.23;0.45;0.23;0;0.68;0.53;0;0;0.15;0;0;0.45;0.23;0.15;0.15;0.15;0.15;0.15;100;0;0.68;0.08;0.61;0.08;0.53;0.68;0;36.3;0.91;2.27;15.2;19.2;7.35;36.1;1.59;0.53;33.3;0.98;61.9;20.8;125.1;47.7;1.67;0.76;1.06;2.35;1.06;28;7.8;0.23;0;0;0.98;0.98;0.68;0.38;0.23;0.08;0;0;2.73;0.68;1.52;31
1166;Danny Ings;ENG;FW;West Ham;Premier League;30;1992;3;0;53;0.6;0;3.33;0;0;0;0;9.4;0;0;0;10;18.3;54.5;200;140;3.33;5;66.7;3.33;3.33;100;1.67;6.67;25;0;1.67;1.67;0;0;3.33;18.3;18.3;0;0;1.67;0;0;0;0;0;0;0;10;0;1.67;1.67;1.67;0;0;0;0;0;0;0;0;0;0;0;0;3.33;1.67;0;1.67;1.67;0;1.67;0;1.67;1.67;1.67;0;0;3.33;0;0;31.7;3.33;11.7;8.33;11.7;3.33;31.7;3.33;1.67;50;0;0;18.3;61.7;21.7;0;1.67;0;1.67;1.67;20;5;0;0;0;0;5;0;0;1.67;0;0;0;8.33;1.67;6.67;20
1167;Danny Ings;ENG;FW;Aston Villa;Premier League;30;1992;18;8;824;9.2;6;2.72;1.3;48;0.16;0.33;15.5;0;0.22;0.22;12.4;17.6;70.4;149;31.4;8.26;10.5;78.4;2.93;3.7;79.4;0.33;1.3;25;0;0.98;0.76;0.43;0;1.3;17.6;16.5;1.09;0;0.43;0;0.43;0;0;0;0;0;12.4;0;0.65;1.74;1.3;0;0.22;0.22;0;0;0.11;0;0;0.11;0;0;0;1.09;0.54;0.11;0.65;0.33;0.11;0.65;16.7;0.54;1.3;0.11;1.2;0.11;1.2;1.2;0;29;1.3;2.83;11.5;15.1;5.33;28.8;1.74;1.09;62.5;0.65;37.5;17.7;78;28.3;1.63;0.65;0.98;2.17;1.85;20.2;5;0.33;0;0;0.87;0.54;0.98;0.43;0.54;0;0;0;2.07;1.74;1.3;57.1
1168;Marcus Ingvartsen;DEN;FWMF;Mainz 05;Bundesliga;27;1996;14;8;633;7;6;2.71;0.71;26.3;0.16;0.6;17.2;0;0.43;0.43;14.6;23.4;62.2;196.1;41.4;9;13.3;67.7;4.29;6.57;65.2;0.57;1;57.1;0;0.57;0.71;0.43;0;2;23.4;22.9;0.43;0;0;0;0.43;0;0;0;0;0;14.6;0.14;0.57;1.43;1;0;0.29;0.14;0;0;0.29;0.29;0;0;0;0;0;0.43;0.14;0;0.14;0.29;0.14;0.71;20;0.57;0.71;0.14;0.57;0.14;0.57;0.71;0;38.7;0.71;3.29;17.6;18.1;5.29;38.3;2.29;0.86;37.5;1.29;56.3;22.9;87.3;26.7;1.14;0.29;0.71;4.43;0.86;29.4;7;0;0;0;2.29;1.43;0.86;0.43;0.14;0;0;0;2.86;2.43;4.14;37
1169;Bonke Innocent;NGA;MF;Lorient;Ligue 1;27;1996;19;10;914;10.2;0;0.2;0;0;0;0;23;0;0;0;37.2;42;88.6;603.2;133.5;17.5;19.3;90.4;15.6;17.1;91.4;2.45;3.33;73.5;0.1;0.49;2.65;0.1;0;2.25;42;41.3;0.69;0.69;0;0.29;0;0;0;0;0;0;37.2;0;0.29;1.37;1.18;0;0;0.1;0;0.1;0.39;0.39;0;0;0;0;0;2.45;1.37;1.27;1.08;0.1;0.98;2.75;35.7;1.76;1.67;0.39;1.27;1.76;4.22;2.35;0;52.8;5;19.1;31.2;3.04;0.2;52.8;0.69;0.39;57.1;0.1;14.3;35.5;152.6;51.4;0.29;0.29;0;0.59;0.39;30.6;0;0.39;0;0;2.65;0.49;0;0;1.37;0;0.1;0;6.18;0.69;1.27;35
1170;Alexander Isak;SWE;FW;Newcastle Utd;Premier League;23;1999;6;4;374;4.2;3;2.62;1.9;72.7;0.18;0.25;14.1;0;0.24;0.24;11.7;16.4;71;165.2;39.3;6.67;10.2;65.1;3.1;3.57;86.7;0.95;0.95;100;0;1.67;1.19;0.48;0;1.9;16.4;15.7;0.48;0;0.24;0;0;0;0;0;0;0;11.7;0.24;0.24;2.14;1.9;0;0;0;0;0.24;0;0;0;0;0;0;0;0.95;0.48;0;0.71;0.24;0.24;0.71;33.3;0.48;1.19;0;1.19;0.24;1.19;0.24;0;28.3;0.24;1.43;7.62;20.2;5.48;28.1;3.33;0.95;28.6;2.14;64.3;16;99.3;45.7;1.67;1.67;1.19;1.43;2.14;21.2;7.14;0;0;0;1.19;0.95;0.71;0;0.48;0;0;0;2.14;1.67;2.86;36.8
1171;Alexander Isak;SWE;FW;Real Sociedad;La Liga;23;1999;2;2;152;1.7;1;1.76;0.59;33.3;0.33;1;12;0;0;0;10;17.6;56.7;138.8;35.3;6.47;8.24;78.6;3.53;5.29;66.7;0;1.18;0;0;1.18;0;0.59;0;1.76;17.6;14.7;2.35;0;0;0;1.18;0;0;0;0;0;10;0.59;1.18;1.18;1.18;0;0;0;0;0;0;0;0;0;0;0;0;0.59;0.59;0;0;0.59;0;0;0;0;0;0;0;0;0.59;1.18;0;27.1;1.76;2.94;11.2;12.9;6.47;27.1;2.94;1.18;40;1.76;60;17.1;125.9;42.4;1.76;1.18;1.18;1.76;1.18;19.4;6.47;0;0;0;0.59;0;0;1.18;0.59;0;0;0;1.18;0;0;0
1172;Isco;ESP;MFFW;Sevilla;La Liga;30;1992;12;10;799;8.9;0;0.45;0.11;25;0;0;15.6;0;0;0;38.9;46.9;83;597.2;150.2;21.6;23.7;91;12.2;13.9;87.9;3.03;5.62;54;0.22;1.91;5.06;0.9;0;4.16;46.9;41.7;4.72;2.81;0.34;0.56;2.02;0.22;1.24;0.22;0.79;0;38.9;0.45;0.45;3.6;2.47;0.56;0.22;0;0.22;0.11;0.34;0.22;0;0.11;0;0;0;1.69;1.01;0.67;0.56;0.45;0.9;1.57;57.1;0.67;0.34;0;0.34;1.12;2.81;0.34;0;57.2;1.01;7.87;30.9;19.3;2.25;57.2;3.26;1.24;37.9;1.01;31;38.1;230.3;91.9;1.8;2.58;0.11;2.36;2.47;43.5;4.04;0.56;0;0;1.24;3.82;0.67;2.02;1.01;0;0;0;5.39;0.56;1.57;26.3
1173;Ismaily;BRA;DF;Lille;Ligue 1;33;1990;18;17;1449;16.1;2;0.75;0.31;41.7;0.17;0.4;17.8;0;0;0;48.1;59.5;80.8;668.8;228.8;29.6;34.1;86.7;15.6;18.7;83.4;1.3;2.86;45.7;0.06;1.12;3.6;0.75;0.06;5.03;59.5;50.1;9.25;1.06;0.06;0.06;0.87;8.2;0;0;0;0;48.1;0.12;1.99;2.3;2.11;0;0;0.06;0.06;0.06;0.31;0.25;0;0;0;0.06;0;2.36;0.99;0.87;0.93;0.56;0.93;1.61;57.7;0.68;1.3;0.25;1.06;1.06;3.42;1.8;0;69.8;2.55;16.1;34.5;19.9;2.42;69.8;1.68;0.62;37;0.81;48.1;46.1;232;107.8;1.93;2.3;0.5;1.18;1.43;42;5.84;0;0;0;0.68;0.99;0.12;0.87;0.99;0.06;0;0;5.9;1.8;0.99;64.4
1174;Ardian Ismajli;ALB;DF;Empoli;Serie A;26;1996;15;14;1295;14.4;0;0.49;0.14;28.6;0;0;12.5;0;0;0;35.9;42.9;83.7;709.1;224;10.4;11.4;91.5;22.2;24.7;89.9;3.13;5.49;57;0;0.07;0.9;0;0;1.39;42.9;40.5;2.36;1.32;0;0.21;0;0.14;0;0;0;0;35.9;0.07;0.76;0.35;0.28;0;0;0.07;0;0;0;0;0;0;0;0;0;1.88;1.46;1.25;0.63;0;0.69;0.9;76.9;0.21;2.36;1.53;0.83;1.18;3.06;5.49;0;55.8;11.3;34;20.6;1.25;0.97;55.8;0.07;0.07;100;0;0;28.6;147.8;73.5;0.49;0;0;0.14;0.07;31.3;0;0.14;0;0;1.04;0.69;0;0;1.46;0;0;0;4.17;2.15;1.25;63.3
1175;Ko Itakura;JPN;DF;M'Gladbach;Bundesliga;26;1997;10;9;775;8.6;0;0.7;0.47;66.7;0;0;16.9;0;0;0;67.3;74.2;90.8;1209;430.8;25;25.9;96.4;37.8;40.6;93.1;4.19;6.51;64.3;0.23;0.35;3.6;0.47;0;3.14;74.2;71.6;2.44;2.21;0;0.12;0.12;0.23;0;0;0;0;67.3;0.12;0.23;1.16;0.81;0;0;0.23;0.12;0;0.23;0.23;0;0;0;0;0;0.81;0.35;0.47;0.35;0;0.35;1.16;30;0.81;2.21;1.51;0.7;1.51;2.33;3.95;0;84.2;10.2;39.1;42.1;3.49;0.81;84.2;0.35;0.23;66.7;0;0;58.5;299.7;176.7;1.28;1.28;0;0.58;0;62;0.12;0;0.12;0;0.58;0.93;0;0.12;0.35;0;0;0;4.77;2.33;1.51;60.6
1176;Hiroki Ito;JPN;DF;Stuttgart;Bundesliga;23;1999;18;17;1526;17;0;0.71;0.29;41.7;0;0;33.5;0.06;0;0;58;71.1;81.6;1280.2;463.7;16.1;18.5;86.9;31.7;35.1;90.4;9.71;15.9;61.1;0.06;0.94;4.94;0.35;0.06;5.94;71.1;64.7;6.18;3.06;0;1.47;1.88;2.53;0.53;0.35;0.18;0;58;0.24;0.88;1.94;1.29;0.59;0;0;0;0.06;0.12;0.12;0;0;0;0;0;1.24;1;0.76;0.35;0.12;0.76;1.47;52;0.71;1.35;0.53;0.82;1.47;2.71;3.53;0;80.8;7.12;36.9;39.2;5.29;0.35;80.8;0.35;0.06;16.7;0.24;66.7;44.7;233.3;132.1;1;1;0.06;0.76;0.18;51.1;0.71;0.24;0;0;0.71;0.76;0.12;1.88;1;0;0;0;7.24;1.18;1.35;46.5
1177;Junya Ito;JPN;FW;Reims;Ligue 1;29;1993;19;18;1511;16.8;4;1.49;0.71;48;0.16;0.33;14.1;0;0;0;19.7;32;61.5;298.6;115.1;10.5;14;74.6;6.85;11.3;60.5;1.31;3.45;37.9;0.06;1.96;1.73;1.9;0.42;3.81;32;29.3;2.38;0.3;0.83;0.12;4.82;0.36;1.43;0.3;0.71;0;19.7;0.36;1.37;3.69;2.74;0.36;0.24;0.12;0.18;0.06;0.24;0.24;0;0;0;0;0;1.37;0.77;0.54;0.42;0.42;0.48;1.85;25.8;1.37;0.95;0.06;0.89;0.3;1.67;0.06;0;43.5;0.24;4.82;16.8;22.9;3.21;43.5;4.11;1.61;39.1;1.9;46.4;33.4;255.3;118.3;3.93;2.26;1.19;3.21;1.43;31.2;9.05;0.12;0.06;0;0.65;1.25;0.89;4.82;0.77;0;0;0;4.29;0.42;0.65;38.9
1178;Andreas Ivan;ROU;MF;Schalke 04;Bundesliga;28;1995;1;0;46;0.5;0;2;0;0;0;0;26.5;2;0;0;18;22;81.8;200;84;14;14;100;2;2;100;0;0;0;0;0;4;0;0;4;22;20;0;0;0;0;0;0;0;0;0;0;18;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;2;0;28;0;6;16;6;0;28;2;0;0;2;100;16;70;38;0;0;0;0;2;20;2;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0
1179;Alex Iwobi;NGA;MF;Everton;Premier League;26;1996;21;21;1872;20.8;1;0.91;0.24;26.3;0.05;0.2;22.5;0;0;0;34.7;43.9;78.9;610.9;164.4;15.9;18.3;86.9;14;17.1;82;3.8;5.77;65.8;0.24;1.59;3.7;1.15;0.34;4.86;43.9;42.5;1.2;0.1;0.43;0.48;2.21;0.67;0.24;0.19;0;0;34.7;0.29;1.01;2.5;2.07;0.14;0.1;0.05;0.1;0.05;0.24;0.19;0;0;0;0.05;0;1.97;1.01;1.11;0.77;0.1;0.82;1.39;58.6;0.58;1.06;0.05;1.01;0.63;2.6;0.96;0;53.1;1.59;10.3;26.5;17.2;1.54;53.1;1.92;0.87;45;0.96;50;31.8;167.7;75.7;1.83;1.44;0.19;1.83;1.39;36.7;3.89;0.1;0;0;0.48;0.29;0.19;2.21;1.01;0.05;0;0;6.3;0.19;0.63;23.5
1180;Armando Izzo;ITA;DF;Monza;Serie A;30;1992;14;13;1106;12.3;0;0.49;0.08;16.7;0;0;10.6;0;0;0;49.9;58.7;85;906.9;296.9;20.6;22.8;90;23.2;25.4;91.1;5.04;8.29;60.8;0;0.65;3.58;0.41;0.08;4.23;58.7;54.6;3.74;3.17;0.08;0.81;0.33;0.57;0;0;0;0;49.9;0.41;0.33;1.14;0.98;0;0;0;0.08;0.08;0.08;0;0;0;0;0.08;0;3.58;2.36;2.28;1.14;0.16;1.22;1.63;75;0.41;1.06;0.41;0.65;1.71;5.28;3.01;0;70.1;5.69;34.9;30.7;5.2;0.81;70.1;0.73;0.16;22.2;0.41;55.6;39.7;198.9;111.5;1.22;0.49;0.08;0.57;0.33;46.5;0.81;0.24;0;0;1.46;2.11;0.08;0.33;2.36;0.08;0;0;5.53;1.79;1.38;56.4
1181;Nicolas Jackson;SEN;FW;Villarreal;La Liga;21;2001;14;8;791;8.8;2;1.82;0.8;43.8;0.13;0.29;13.8;0;0;0;11.8;16.5;71.7;178.3;45.5;6.48;9.32;69.5;3.98;5;79.5;0.8;0.91;87.5;0.23;0.91;1.48;1.02;0;2.84;16.5;15.6;0.91;0;0;0;0.45;0.11;0;0;0;0;11.8;0;0.23;2.16;1.48;0.11;0.11;0.34;0.11;0;0.45;0.23;0;0.11;0.11;0;0;0.8;0.68;0.23;0.57;0;0.11;0.45;25;0.34;1.14;0.23;0.91;0.23;1.02;0.34;0;28.2;0.68;2.95;9.77;15.9;3.86;28.2;1.48;0.8;53.8;0.57;38.5;18.9;152.7;73.1;2.39;1.36;0.68;3.64;2.61;20.6;6.02;0.11;0;0;2.27;1.25;0.68;0.45;0.68;0;0;0;3.18;0.57;1.82;23.8
1182;Lee Jae-sung;KOR;MF;Mainz 05;Bundesliga;30;1992;20;14;1117;12.4;6;1.45;0.65;44.4;0.33;0.75;14;0;0;0;29.3;39.7;73.8;440.2;103.5;15.9;19.2;82.8;10.1;13.1;76.7;1.94;3.71;52.2;0.08;1.13;2.74;1.21;0.24;3.63;39.7;38.6;0.65;0.16;0.08;0.24;1.05;0.32;0;0;0;0;29.3;0.4;1.45;2.66;2.5;0;0;0.08;0;0.08;0.48;0.4;0;0;0;0;0.08;1.94;0.81;0.32;1.21;0.4;0.73;1.61;45;0.89;1.69;0.32;1.37;0.73;2.66;0.73;0;51.6;1.21;8.23;26.9;16.8;2.58;51.6;1.69;0.89;52.4;0.48;28.6;27.9;113.1;49.6;1.37;1.05;0.32;2.26;0.89;32.8;4.68;0.16;0;0;1.13;1.29;0.08;1.05;0.81;0;0;0;6.05;2.02;2.02;50
1183;Paul Jaeckel;GER;DF;Union Berlin;Bundesliga;24;1998;12;9;890;9.9;1;0.2;0.2;100;0.5;0.5;11.3;0;0;0;36.2;44.8;80.6;703.4;265.8;12.4;13.5;91.8;19.5;21.5;90.6;3.74;8.38;44.6;0;0;3.43;0.3;0.1;2.42;44.8;43.1;1.72;1.01;0;0.2;0.2;0.71;0;0;0;0;36.2;0;0.71;0.91;0.61;0.3;0;0;0;0;0;0;0;0;0;0;0;1.82;1.31;0.71;1.11;0;1.31;2.42;54.2;1.11;0.81;0.3;0.51;1.31;3.13;3.33;0.1;54.2;4.04;26.3;25.9;2.53;0.4;54.2;0.4;0.2;50;0.2;50;30.4;136.3;72;0.51;0;0;0.4;0.1;33.2;0.4;0.1;0;0;1.21;0.2;0;0.2;1.31;0;0;0;5.05;1.31;1.62;44.8
1184;Mato Jajalo;BIH;MF;Udinese;Serie A;34;1988;3;0;63;0.7;0;2.86;0;0;0;0;26.3;0;0;0;32.9;41.4;79.3;572.9;237.1;14.3;18.6;76.9;12.9;12.9;100;4.29;5.71;75;0;1.43;1.43;1.43;0;5.71;41.4;41.4;0;0;0;2.86;0;0;0;0;0;0;32.9;0;2.86;4.29;4.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.43;0;1.43;0;0;0;0;0;2.86;0;51.4;5.71;10;20;22.9;1.43;51.4;2.86;1.43;50;1.43;50;24.3;95.7;57.1;0;2.86;0;1.43;0;31.4;1.43;0;0;0;1.43;0;0;0;0;0;0;0;8.57;1.43;0;100
1185;Kristijan Jaki?;CRO;DFMF;Eint Frankfurt;Bundesliga;25;1997;17;13;1106;12.3;1;0.57;0.24;42.9;0.14;0.33;16.1;0;0;0;41.1;54.9;75;713.7;303.3;17.3;20.7;83.9;20.3;24.4;83.3;2.85;6.83;41.7;0;0.49;2.36;0.41;0.08;3.41;54.9;48.9;5.77;1.54;0.08;0.08;0.57;4.07;0;0;0;0;41.1;0.16;1.46;1.38;1.14;0.16;0;0;0;0.08;0;0;0;0;0;0;0;2.11;1.38;1.38;0.65;0.08;1.46;2.44;60;0.98;2.28;0.73;1.54;0.57;2.68;3.25;0.08;65.7;6.02;28.6;29.8;7.8;0.73;65.7;0.98;0.41;41.7;0.57;58.3;31.4;118.9;51.6;1.06;0.73;0.08;0.57;0.33;36.2;1.3;0.08;0;0;1.06;0.41;0.08;0.57;1.38;0;0;0;7.8;1.38;1.79;43.6
1186;Jan Jakob Olschowsky;GER;GK;M'Gladbach;Bundesliga;21;2001;2;2;180;2;0;0;0;0;0;0;0;0;0;0;35;45.5;76.9;868.5;552.5;6.5;6.5;100;20.5;20.5;100;8;18.5;43.2;0;0;1;0;0;0;45.5;35.5;10;3.5;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0.5;0;50;40.5;50;0;0;0;50;0;0;0;0;0;23;149.5;80;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;3.5;0;0;0
1187;Ismail Jakobs;SEN;DFMF;Monaco;Ligue 1;23;1999;19;4;541;6;0;1;0.5;50;0;0;17.4;0.17;0;0;43.7;63.7;68.6;630.5;202.8;23.8;28.5;83.6;13.8;21;65.9;2.67;7.67;34.8;0.33;1.17;3.67;1.67;1.17;4.17;63.7;54.2;8.83;1.67;0;0.17;5.17;7;0.17;0.17;0;0;43.7;0.67;1.67;2.67;2;0.33;0.17;0.17;0;0;0.33;0.33;0;0;0;0;0;0.83;0.33;0.5;0.33;0;0.33;1;33.3;0.67;0.33;0;0.33;0.5;1.33;1.17;0;69.7;1.83;12.2;33.5;25;3;69.7;0.83;0.33;40;0.33;40;47.2;301.8;146.2;4.5;3.67;1.17;1;0.5;47.3;9.17;0.17;0;0;0.5;0.5;0;5.17;0.33;0;0;0;4.17;2.67;3.33;44.4
